"source","dat","site","singletons","s0","n0","sim","nparts","real_po","real_r2","best_po_sim","sim_pos_from_best","sim_r2_from_best","ncomparisons","real_po_percentile","real_po_percentile_excl","real_r2_percentile","real_r2_percentile_excl"
"observed","mcdb","1029",TRUE,6,251,-99,"12587315",0.131474103585657,0.911616461603734,3696,0.127720177056216,0.726106558097335,3999,63.8659664916229,61.6654163540885,68.4671167791948,68.4671167791948
"observed","mcdb","1030",TRUE,6,296,-99,"28336460",0.108108108108108,0.933069345180606,618,0.126079931857821,0.708554603866595,3998,43.3466733366683,40.3951975987994,79.1895947973987,79.1895947973987
"observed","mcdb","1031",TRUE,6,302,-99,"31281650",0.132450331125828,0.915417514429265,3541,0.129816394495975,0.721673799060974,3999,61.5903975993999,59.5898974743686,71.5178794698675,71.5178794698675
"observed","mcdb","1032",TRUE,6,315,-99,"38504936",0.146031746031746,0.879919031118125,1693,0.127771028371329,0.67238900120563,3998,70.4102051025513,67.983991995998,56.8284142071035,56.8284142071035
"observed","mcdb","1033",TRUE,6,315,-99,"38504936",0.142857142857143,0.836562709483832,1121,0.127577132378333,0.751081891718839,3999,70.942735683921,69.1422855713928,42.2355588897224,42.2355588897224
"observed","mcdb","1036",TRUE,6,6,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1037",TRUE,4,12,-99,"15",0.0833333333333333,0.833333333333333,3,0.136904761904762,-Inf,14,50,0,78.5714285714286,71.4285714285714
"observed","mcdb","1038",TRUE,4,40,-99,"478",0.175,0.853535353535354,267,0.133805031446541,-Inf,477,83.6477987421384,72.5366876310272,57.6519916142558,57.4423480083857
"observed","mcdb","1039",TRUE,3,20,-99,"33",0.1,0.932330827067669,26,0.1359375,-1.86816968247882,32,46.875,18.75,81.25,78.125
"observed","mcdb","1155",TRUE,5,85,-99,"20282",0.0941176470588235,0.941544885177453,2268,0.135955293467843,0.642745157732246,3621,34.2999171499586,25.8768296050815,87.6829605081469,87.6829605081469
"observed","mcdb","1156",TRUE,5,68,-99,"8529",0.205882352941176,0.83292296869504,3090,0.133743415963756,0.397730337215155,3194,89.4176581089543,86.8190356919224,48.6224170319349,48.6224170319349
"observed","mcdb","1157",TRUE,6,88,-99,"77695",0.147727272727273,0.757782101167315,2970,0.130691992837043,0.712625311984043,3909,72.9086722947045,67.587618316705,27.8076234331031,27.8076234331031
"observed","mcdb","1158",TRUE,7,154,-99,"4767088",0.428571428571429,0.529360667129951,3253,0.125984750984751,0.756240823619808,3996,99.8248248248248,99.7247247247247,9.23423423423423,9.23423423423423
"observed","mcdb","1159",TRUE,7,204,-99,"24222679",0.186274509803922,0.77094359106751,3257,0.128906364947179,0.769900270726348,3998,87.2936468234117,86.2181090545273,26.2131065532766,26.2131065532766
"observed","mcdb","1160",TRUE,9,88,-99,"721125",0.136363636363636,0.896859958743983,138,0.127364456801659,0.781210916830211,3989,68.3128603660065,61.2434194033592,63.3241413888193,63.3241413888193
"observed","mcdb","1161",TRUE,2,184,-99,"92",0,1,-99,0.124522216913521,-Inf,91,1.0989010989011,0,100,98.9010989010989
"observed","mcdb","1162",TRUE,1,68,-99,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"observed","mcdb","1163",TRUE,4,32,-99,"249",0.09375,0.928571428571429,29,0.134198588709677,-Inf,248,39.9193548387097,18.9516129032258,82.6612903225807,82.258064516129
"observed","mcdb","1164",TRUE,3,38,-99,"120",0.263157894736842,0.747065101387407,55,0.134453781512605,-2.56193902488044,119,96.6386554621849,94.1176470588235,41.1764705882353,40.3361344537815
"observed","mcdb","1165",TRUE,5,148,-99,"177918",0.209459459459459,0.807937762110253,2326,0.130610689110563,0.587786078068897,3953,91.1712623324058,89.9822919301796,39.2107260308626,39.2107260308626
"observed","mcdb","1166",TRUE,7,143,-99,"3114593",0.20979020979021,0.782153452387877,2273,0.126854372161005,0.756531256981665,3995,91.9148936170213,91.1389236545682,28.8610763454318,28.8610763454318
"observed","mcdb","1167",TRUE,8,55,-99,"22122",0.127272727272727,0.663344407530454,2043,0.133422459893048,0.722997518785216,3672,61.9553376906318,48.7200435729847,16.6394335511983,16.6122004357299
"observed","mcdb","1168",TRUE,10,51,-99,"19466",0.156862745098039,0.895992658305292,3612,0.130975833455441,0.652788634046474,3613,79.4907279269305,69.1115416551342,70.412399667866,70.412399667866
"observed","mcdb","1169",TRUE,8,75,-99,"150042",0.133333333333333,0.824336688014639,3194,0.130880566801619,0.699013640960989,3952,64.6508097165992,54.3016194331984,41.1184210526316,41.1184210526316
"observed","mcdb","1170",TRUE,11,94,-99,"2635689",0.234042553191489,0.812082198564001,3813,0.127968471227332,0.763272120815326,3995,96.7709637046308,95.7446808510638,36.1451814768461,36.1451814768461
"observed","mcdb","1171",TRUE,3,190,-99,"3008",0.121052631578947,0.681768677847963,282,0.134425201408655,-5.19215367470951,2182,49.7250229147571,46.8377635197067,28.9642529789184,28.9642529789184
"observed","mcdb","1172",TRUE,5,134,-99,"120362",0.126865671641791,0.854057209573847,2849,0.13246742899635,0.644084238089379,3934,58.9476359938993,54.0162684290798,51.3726487036096,51.3726487036096
